WARNING: radv is not a conformant Vulkan implementation, testing use only.
0.00.096.862 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.105.833 W srv  llama_server: -----------------
0.00.105.836 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.105.836 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.105.836 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.105.836 W srv  llama_server: -----------------
0.00.107.024 I srv    load_model: loading model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.05.903.976 I cmn          init: llama threadpool init, n_threads = 8
0.05.904.238 W cmn  common_init_: KV cache shifting is not supported for this context, disabling KV cache shifting
0.05.984.763 I common_speculative_init_result: creating MTP draft context against the target model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.06.112.118 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 106496, kv_unified = 'true'
0.06.149.390 I srv  llama_server: model loaded
0.06.149.394 I srv  llama_server: listening on http://0.0.0.0:8080
0.06.149.394 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.06.149.395 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
2.51.155.971 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
3.15.978.520 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  12900, progress = 0.15, t =  23.67 s / 544.99 tokens per second
3.18.288.964 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  13924, progress = 0.17, t =  25.96 s / 536.45 tokens per second
3.20.651.358 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  14948, progress = 0.18, t =  28.29 s / 528.38 tokens per second
3.23.077.367 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  15972, progress = 0.19, t =  30.69 s / 520.51 tokens per second
3.25.551.425 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  16996, progress = 0.20, t =  33.14 s / 512.90 tokens per second
3.28.071.741 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  18020, progress = 0.22, t =  35.63 s / 505.72 tokens per second
3.30.605.237 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  19011, progress = 0.23, t =  38.18 s / 497.93 tokens per second
3.33.297.691 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  20035, progress = 0.24, t =  40.81 s / 490.96 tokens per second
3.35.969.196 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  21059, progress = 0.25, t =  43.45 s / 484.63 tokens per second
3.38.691.910 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  22083, progress = 0.26, t =  46.15 s / 478.48 tokens per second
3.41.466.369 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  23107, progress = 0.28, t =  48.90 s / 472.53 tokens per second
3.44.304.285 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  24131, progress = 0.29, t =  51.71 s / 466.70 tokens per second
3.47.195.949 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  25155, progress = 0.30, t =  54.57 s / 460.97 tokens per second
3.50.146.817 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  26179, progress = 0.31, t =  57.49 s / 455.36 tokens per second
3.53.150.230 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  27203, progress = 0.32, t =  60.47 s / 449.87 tokens per second
3.56.205.333 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  28227, progress = 0.34, t =  63.50 s / 444.54 tokens per second
3.59.316.094 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  29251, progress = 0.35, t =  66.58 s / 439.33 tokens per second
4.02.478.511 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  30275, progress = 0.36, t =  69.72 s / 434.24 tokens per second
4.05.690.440 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  31299, progress = 0.37, t =  72.91 s / 429.31 tokens per second
4.08.959.219 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  32323, progress = 0.39, t =  76.15 s / 424.49 tokens per second
4.12.278.859 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  33347, progress = 0.40, t =  79.44 s / 419.77 tokens per second
4.15.647.167 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  34371, progress = 0.41, t =  82.78 s / 415.19 tokens per second
4.19.071.343 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  35395, progress = 0.42, t =  86.18 s / 410.71 tokens per second
4.22.552.871 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  36419, progress = 0.44, t =  89.63 s / 406.32 tokens per second
4.26.087.167 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  37443, progress = 0.45, t =  93.14 s / 402.02 tokens per second
4.29.684.589 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  38467, progress = 0.46, t =  96.71 s / 397.77 tokens per second
4.33.353.387 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  39491, progress = 0.47, t = 100.34 s / 393.57 tokens per second
4.36.193.646 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  40221, progress = 0.48, t = 104.08 s / 386.43 tokens per second
4.36.193.881 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 2659, pos_max = 2659, n_tokens = 2660, size = 153.259 MiB)
4.40.158.146 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  41245, progress = 0.49, t = 107.03 s / 385.37 tokens per second
4.44.114.641 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  42269, progress = 0.50, t = 110.96 s / 380.95 tokens per second
4.48.135.927 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  43293, progress = 0.52, t = 114.96 s / 376.60 tokens per second
4.52.154.351 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  44317, progress = 0.53, t = 118.96 s / 372.53 tokens per second
4.56.278.333 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  45341, progress = 0.54, t = 123.03 s / 368.53 tokens per second
5.00.474.723 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  46365, progress = 0.55, t = 127.20 s / 364.50 tokens per second
5.04.690.014 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  47389, progress = 0.57, t = 131.40 s / 360.64 tokens per second
5.08.941.840 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  48413, progress = 0.58, t = 135.63 s / 356.95 tokens per second
5.13.220.275 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  49437, progress = 0.59, t = 139.90 s / 353.37 tokens per second
5.17.523.056 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  50461, progress = 0.60, t = 144.19 s / 349.96 tokens per second
5.21.864.251 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  51485, progress = 0.62, t = 148.51 s / 346.68 tokens per second
5.26.255.777 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  52509, progress = 0.63, t = 152.87 s / 343.48 tokens per second
5.30.707.694 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  53533, progress = 0.64, t = 157.30 s / 340.33 tokens per second
5.35.219.198 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  54557, progress = 0.65, t = 161.78 s / 337.23 tokens per second
5.39.785.432 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  55581, progress = 0.66, t = 166.32 s / 334.19 tokens per second
5.41.884.511 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  56004, progress = 0.67, t = 168.73 s / 331.91 tokens per second
5.41.884.729 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 19010, pos_max = 19010, n_tokens = 19011, size = 175.589 MiB)
5.43.935.145 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  56400, progress = 0.67, t = 170.91 s / 330.00 tokens per second
5.48.599.075 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  57424, progress = 0.69, t = 175.08 s / 327.99 tokens per second
5.53.334.805 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  58448, progress = 0.70, t = 179.78 s / 325.11 tokens per second
5.58.122.028 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  59472, progress = 0.71, t = 184.54 s / 322.27 tokens per second
6.02.968.466 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  60496, progress = 0.72, t = 189.36 s / 319.48 tokens per second
6.07.867.849 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  61520, progress = 0.73, t = 194.23 s / 316.73 tokens per second
6.12.826.966 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  62544, progress = 0.75, t = 199.16 s / 314.04 tokens per second
6.17.845.251 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  63568, progress = 0.76, t = 204.15 s / 311.38 tokens per second
6.22.912.714 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  64592, progress = 0.77, t = 209.21 s / 308.74 tokens per second
6.28.045.897 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  65616, progress = 0.78, t = 214.31 s / 306.17 tokens per second
6.33.231.963 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  66640, progress = 0.80, t = 219.47 s / 303.63 tokens per second
6.38.468.379 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  67664, progress = 0.81, t = 224.68 s / 301.15 tokens per second
6.43.763.086 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  68688, progress = 0.82, t = 229.95 s / 298.71 tokens per second
6.49.115.547 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  69712, progress = 0.83, t = 235.27 s / 296.30 tokens per second
6.54.529.498 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  70736, progress = 0.85, t = 240.66 s / 293.93 tokens per second
6.59.999.754 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  71760, progress = 0.86, t = 246.10 s / 291.59 tokens per second
7.05.521.761 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  72784, progress = 0.87, t = 251.59 s / 289.29 tokens per second
7.11.108.699 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  73808, progress = 0.88, t = 257.15 s / 287.02 tokens per second
7.16.746.439 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  74832, progress = 0.89, t = 262.76 s / 284.79 tokens per second
7.22.444.657 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  75856, progress = 0.91, t = 268.44 s / 282.59 tokens per second
7.23.985.625 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  76097, progress = 0.91, t = 271.45 s / 280.34 tokens per second
7.23.985.852 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 40220, pos_max = 40220, n_tokens = 40221, size = 204.554 MiB)
7.29.778.387 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  77121, progress = 0.92, t = 275.73 s / 279.70 tokens per second
7.35.603.707 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  78145, progress = 0.93, t = 281.53 s / 277.58 tokens per second
7.41.485.284 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  79169, progress = 0.95, t = 287.38 s / 275.48 tokens per second
7.47.419.390 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  80193, progress = 0.96, t = 293.29 s / 273.43 tokens per second
7.53.401.884 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  81217, progress = 0.97, t = 299.25 s / 271.40 tokens per second
7.59.449.192 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  82241, progress = 0.98, t = 305.26 s / 269.41 tokens per second
8.02.294.455 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  82705, progress = 0.99, t = 308.47 s / 268.11 tokens per second
8.02.294.675 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 56003, pos_max = 56003, n_tokens = 56004, size = 226.109 MiB)
8.05.417.856 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  83188, progress = 0.99, t = 311.38 s / 267.16 tokens per second
8.05.418.045 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 76096, pos_max = 76096, n_tokens = 76097, size = 253.549 MiB)
8.08.574.597 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  83700, progress = 1.00, t = 314.51 s / 266.13 tokens per second
8.08.580.837 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 82704, pos_max = 82704, n_tokens = 82705, size = 262.573 MiB)
8.12.595.372 I slot print_timing: id  3 | task 0 | n_gen =    102, tg =  27.25 t/s, tg_3s =  27.52 t/s
8.15.656.916 I slot print_timing: id  3 | task 0 | n_gen =    191, tg =  28.07 t/s, tg_3s =  29.07 t/s
8.18.712.666 I slot print_timing: id  3 | task 0 | n_gen =    253, tg =  25.65 t/s, tg_3s =  20.29 t/s
8.21.781.228 I slot print_timing: id  3 | task 0 | n_gen =    317, tg =  24.51 t/s, tg_3s =  20.86 t/s
8.24.844.958 I slot print_timing: id  3 | task 0 | n_gen =    401, tg =  25.07 t/s, tg_3s =  27.42 t/s
8.27.913.138 I slot print_timing: id  3 | task 0 | n_gen =    491, tg =  25.76 t/s, tg_3s =  29.33 t/s
8.30.984.205 I slot print_timing: id  3 | task 0 | n_gen =    562, tg =  25.39 t/s, tg_3s =  23.12 t/s
8.33.988.535 I slot print_timing: id  3 | task 0 | n_gen =    638, tg =  25.38 t/s, tg_3s =  25.30 t/s
8.37.060.868 I slot print_timing: id  3 | task 0 | n_gen =    725, tg =  25.70 t/s, tg_3s =  28.32 t/s
8.40.137.044 I slot print_timing: id  3 | task 0 | n_gen =    810, tg =  25.89 t/s, tg_3s =  27.63 t/s
8.43.209.926 I slot print_timing: id  3 | task 0 | n_gen =    900, tg =  26.19 t/s, tg_3s =  29.29 t/s
8.46.284.883 I slot print_timing: id  3 | task 0 | n_gen =    975, tg =  26.05 t/s, tg_3s =  24.39 t/s
8.49.366.596 I slot print_timing: id  3 | task 0 | n_gen =   1049, tg =  25.89 t/s, tg_3s =  24.01 t/s
8.52.443.508 I slot print_timing: id  3 | task 0 | n_gen =   1138, tg =  26.10 t/s, tg_3s =  28.93 t/s
8.54.836.417 I slot print_timing: id  3 | task 0 | prompt eval time =  317731.72 ms / 83704 tokens (    3.80 ms per token,   263.44 tokens per second)
8.54.836.421 I slot print_timing: id  3 | task 0 |        eval time =   45947.85 ms /  1201 tokens (   38.29 ms per token,    26.12 tokens per second)
8.54.836.422 I slot print_timing: id  3 | task 0 |       total time =  363679.57 ms / 84905 tokens
8.54.836.422 I slot print_timing: id  3 | task 0 |    graphs reused =        443
8.54.836.426 I slot print_timing: id  3 | task 0 | draft acceptance = 0.84152 (  754 accepted /   896 generated), mean len =  2.68
8.54.838.285 I slot      release: id  3 | task 0 | stop processing: n_tokens = 84906, truncated = 0
8.55.006.978 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
8.55.007.269 I slot launch_slot_: id  3 | task 536 | processing task, is_child = 0
8.55.616.111 W slot create_check: id  3 | task 536 | erasing old context checkpoint (pos_min = 83187, pos_max = 83187, n_tokens = 83188, size = 263.233 MiB)
8.59.713.860 I slot print_timing: id  3 | task 536 | n_gen =    100, tg =  25.88 t/s, tg_3s =  26.14 t/s
9.02.796.824 I slot print_timing: id  3 | task 536 | n_gen =    187, tg =  26.92 t/s, tg_3s =  28.22 t/s
9.05.889.858 I slot print_timing: id  3 | task 536 | n_gen =    263, tg =  26.20 t/s, tg_3s =  24.57 t/s
9.08.984.664 I slot print_timing: id  3 | task 536 | n_gen =    339, tg =  25.81 t/s, tg_3s =  24.56 t/s
9.12.074.472 I slot print_timing: id  3 | task 536 | n_gen =    421, tg =  25.95 t/s, tg_3s =  26.54 t/s
9.15.163.689 I slot print_timing: id  3 | task 536 | n_gen =    503, tg =  26.04 t/s, tg_3s =  26.54 t/s
9.16.088.288 I slot print_timing: id  3 | task 536 | prompt eval time =     879.86 ms /    37 tokens (   23.78 ms per token,    42.05 tokens per second)
9.16.088.292 I slot print_timing: id  3 | task 536 |        eval time =   20200.03 ms /   529 tokens (   38.26 ms per token,    26.14 tokens per second)
9.16.088.293 I slot print_timing: id  3 | task 536 |       total time =   21079.89 ms /   566 tokens
9.16.088.293 I slot print_timing: id  3 | task 536 |    graphs reused =        636
9.16.088.296 I slot print_timing: id  3 | task 536 | draft acceptance = 0.84694 (  332 accepted /   392 generated), mean len =  2.69
9.16.090.195 I slot      release: id  3 | task 536 | stop processing: n_tokens = 85471, truncated = 0
12.16.815.411 I srv    operator(): operator(): cleaning up before exit...
