WARNING: radv is not a conformant Vulkan implementation, testing use only.
0.00.033.106 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.033.265 W srv  llama_server: -----------------
0.00.033.267 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.033.267 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.033.267 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.033.267 W srv  llama_server: -----------------
0.00.034.423 I srv    load_model: loading model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.06.759.301 I cmn          init: llama threadpool init, n_threads = 8
0.06.759.506 W cmn  common_init_: KV cache shifting is not supported for this context, disabling KV cache shifting
0.06.840.585 I common_speculative_init_result: creating MTP draft context against the target model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.06.954.453 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 106496, kv_unified = 'true'
0.06.988.559 I srv  llama_server: model loaded
0.06.988.568 I srv  llama_server: listening on http://0.0.0.0:8080
0.06.988.569 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.06.988.570 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
4.06.680.478 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
4.32.220.040 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  13227, progress = 0.15, t =  24.38 s / 542.46 tokens per second
4.34.538.163 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  14251, progress = 0.16, t =  26.68 s / 534.22 tokens per second
4.36.906.270 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  15275, progress = 0.17, t =  29.02 s / 526.37 tokens per second
4.39.338.850 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  16299, progress = 0.18, t =  31.42 s / 518.75 tokens per second
4.41.822.689 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  17323, progress = 0.20, t =  33.88 s / 511.33 tokens per second
4.44.348.732 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  18347, progress = 0.21, t =  36.38 s / 504.27 tokens per second
4.46.926.857 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  19371, progress = 0.22, t =  38.93 s / 497.54 tokens per second
4.49.558.490 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  20395, progress = 0.23, t =  41.54 s / 491.00 tokens per second
4.52.241.117 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  21419, progress = 0.24, t =  44.20 s / 484.63 tokens per second
4.54.976.594 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  22443, progress = 0.25, t =  46.90 s / 478.48 tokens per second
4.57.772.041 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  23467, progress = 0.26, t =  49.67 s / 472.45 tokens per second
5.00.626.248 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  24491, progress = 0.28, t =  52.50 s / 466.54 tokens per second
5.03.533.585 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  25515, progress = 0.29, t =  55.38 s / 460.76 tokens per second
5.06.495.141 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  26539, progress = 0.30, t =  58.31 s / 455.14 tokens per second
5.09.512.113 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  27563, progress = 0.31, t =  61.30 s / 449.64 tokens per second
5.12.580.688 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  28587, progress = 0.32, t =  64.34 s / 444.30 tokens per second
5.15.702.889 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  29611, progress = 0.33, t =  67.44 s / 439.08 tokens per second
5.18.880.044 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  30635, progress = 0.35, t =  70.59 s / 434.00 tokens per second
5.22.106.623 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  31659, progress = 0.36, t =  73.79 s / 429.03 tokens per second
5.25.386.337 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  32683, progress = 0.37, t =  77.04 s / 424.22 tokens per second
5.28.716.238 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  33707, progress = 0.38, t =  80.35 s / 419.52 tokens per second
5.32.101.781 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  34731, progress = 0.39, t =  83.70 s / 414.93 tokens per second
5.35.542.544 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  35755, progress = 0.40, t =  87.12 s / 410.43 tokens per second
5.39.036.173 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  36779, progress = 0.42, t =  90.59 s / 406.01 tokens per second
5.42.589.342 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  37803, progress = 0.43, t =  94.11 s / 401.71 tokens per second
5.46.208.759 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  38827, progress = 0.44, t =  97.69 s / 397.44 tokens per second
5.49.904.136 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  39851, progress = 0.45, t = 101.35 s / 393.22 tokens per second
5.53.747.471 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  40875, progress = 0.46, t = 105.12 s / 388.86 tokens per second
5.57.651.788 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  41899, progress = 0.47, t = 108.99 s / 384.42 tokens per second
6.01.592.539 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  42923, progress = 0.48, t = 112.91 s / 380.14 tokens per second
6.04.176.868 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  43544, progress = 0.49, t = 116.87 s / 372.59 tokens per second
6.06.059.944 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  43998, progress = 0.50, t = 117.61 s / 374.11 tokens per second
6.10.102.113 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  45022, progress = 0.51, t = 121.37 s / 370.93 tokens per second
6.14.209.351 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  46046, progress = 0.52, t = 125.45 s / 367.04 tokens per second
6.18.351.184 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  47070, progress = 0.53, t = 129.58 s / 363.24 tokens per second
6.22.539.065 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  48094, progress = 0.54, t = 133.75 s / 359.59 tokens per second
6.26.764.825 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  49118, progress = 0.55, t = 137.95 s / 356.05 tokens per second
6.31.035.666 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  50142, progress = 0.57, t = 142.20 s / 352.62 tokens per second
6.35.349.570 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  51166, progress = 0.58, t = 146.49 s / 349.29 tokens per second
6.39.720.225 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  52190, progress = 0.59, t = 150.83 s / 346.02 tokens per second
6.44.148.906 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  53214, progress = 0.60, t = 155.23 s / 342.80 tokens per second
6.48.638.537 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  54238, progress = 0.61, t = 159.69 s / 339.65 tokens per second
6.50.011.670 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  54501, progress = 0.62, t = 162.06 s / 336.30 tokens per second
6.50.011.947 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 2986, pos_max = 2986, n_tokens = 2987, size = 153.705 MiB)
6.54.605.772 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  55525, progress = 0.63, t = 165.62 s / 335.26 tokens per second
6.59.216.935 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  56549, progress = 0.64, t = 170.20 s / 332.25 tokens per second
7.03.885.265 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  57573, progress = 0.65, t = 174.84 s / 329.28 tokens per second
7.08.615.180 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  58597, progress = 0.66, t = 179.54 s / 326.37 tokens per second
7.13.405.861 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  59621, progress = 0.67, t = 184.30 s / 323.50 tokens per second
7.18.245.177 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  60645, progress = 0.68, t = 189.12 s / 320.67 tokens per second
7.23.143.765 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  61669, progress = 0.70, t = 193.99 s / 317.90 tokens per second
7.28.101.940 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  62693, progress = 0.71, t = 198.91 s / 315.18 tokens per second
7.33.115.823 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  63717, progress = 0.72, t = 203.90 s / 312.49 tokens per second
7.38.187.111 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  64741, progress = 0.73, t = 208.96 s / 309.82 tokens per second
7.43.312.120 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  65765, progress = 0.74, t = 214.06 s / 307.23 tokens per second
7.48.486.237 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  66789, progress = 0.75, t = 219.21 s / 304.68 tokens per second
7.53.728.626 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  67813, progress = 0.77, t = 224.42 s / 302.17 tokens per second
7.59.018.721 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  68837, progress = 0.78, t = 229.68 s / 299.70 tokens per second
8.04.371.891 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  69861, progress = 0.79, t = 235.01 s / 297.27 tokens per second
8.09.771.349 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  70885, progress = 0.80, t = 240.39 s / 294.88 tokens per second
8.15.243.494 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  71909, progress = 0.81, t = 245.82 s / 292.53 tokens per second
8.20.766.228 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  72933, progress = 0.82, t = 251.32 s / 290.20 tokens per second
8.26.349.566 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  73957, progress = 0.84, t = 256.87 s / 287.91 tokens per second
8.31.982.477 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  74981, progress = 0.85, t = 262.48 s / 285.66 tokens per second
8.37.666.480 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  76005, progress = 0.86, t = 268.14 s / 283.45 tokens per second
8.43.419.915 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  77029, progress = 0.87, t = 273.86 s / 281.28 tokens per second
8.49.222.339 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  78053, progress = 0.88, t = 279.64 s / 279.12 tokens per second
8.55.069.456 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  79077, progress = 0.89, t = 285.46 s / 277.02 tokens per second
9.00.981.106 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  80101, progress = 0.90, t = 291.34 s / 274.94 tokens per second
9.06.944.165 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  81125, progress = 0.92, t = 297.28 s / 272.89 tokens per second
9.12.966.723 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  82149, progress = 0.93, t = 303.26 s / 270.88 tokens per second
9.19.032.957 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  83173, progress = 0.94, t = 309.32 s / 268.89 tokens per second
9.21.987.069 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  83639, progress = 0.94, t = 312.53 s / 267.62 tokens per second
9.21.987.276 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 43543, pos_max = 43543, n_tokens = 43544, size = 209.093 MiB)
9.28.206.383 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  84663, progress = 0.96, t = 318.45 s / 265.86 tokens per second
9.34.419.206 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  85687, progress = 0.97, t = 324.64 s / 263.95 tokens per second
9.40.688.058 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  86711, progress = 0.98, t = 330.88 s / 262.07 tokens per second
9.47.012.518 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  87735, progress = 0.99, t = 337.17 s / 260.21 tokens per second
9.49.092.408 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  88048, progress = 0.99, t = 340.50 s / 258.58 tokens per second
9.49.092.604 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 54500, pos_max = 54500, n_tokens = 54501, size = 224.056 MiB)
9.51.527.038 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  88422, progress = 1.00, t = 342.58 s / 258.11 tokens per second
9.51.527.194 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 83638, pos_max = 83638, n_tokens = 83639, size = 263.849 MiB)
9.52.743.275 I slot print_timing: id  3 | task 0 | prompt processing, n_tokens =  88560, progress = 1.00, t = 345.05 s / 256.66 tokens per second
9.52.749.854 W slot create_check: id  3 | task 0 | erasing old context checkpoint (pos_min = 88047, pos_max = 88047, n_tokens = 88048, size = 269.870 MiB)
9.57.681.908 I slot print_timing: id  3 | task 0 | n_gen =    100, tg =  21.26 t/s, tg_3s =  21.47 t/s
10.00.778.465 I slot print_timing: id  3 | task 0 | n_gen =    161, tg =  20.63 t/s, tg_3s =  19.70 t/s
10.03.784.032 I slot print_timing: id  3 | task 0 | n_gen =    225, tg =  20.82 t/s, tg_3s =  21.29 t/s
10.06.891.862 I slot print_timing: id  3 | task 0 | n_gen =    289, tg =  20.77 t/s, tg_3s =  20.59 t/s
10.09.963.314 I slot print_timing: id  3 | task 0 | n_gen =    345, tg =  20.31 t/s, tg_3s =  18.23 t/s
10.13.001.747 I slot print_timing: id  3 | task 0 | n_gen =    404, tg =  20.17 t/s, tg_3s =  19.42 t/s
10.16.046.959 I slot print_timing: id  3 | task 0 | n_gen =    458, tg =  19.85 t/s, tg_3s =  17.73 t/s
10.19.142.823 I slot print_timing: id  3 | task 0 | n_gen =    522, tg =  19.95 t/s, tg_3s =  20.67 t/s
10.22.224.363 I slot print_timing: id  3 | task 0 | n_gen =    580, tg =  19.83 t/s, tg_3s =  18.82 t/s
10.25.300.386 I slot print_timing: id  3 | task 0 | n_gen =    637, tg =  19.71 t/s, tg_3s =  18.53 t/s
10.28.325.050 I slot print_timing: id  3 | task 0 | n_gen =    685, tg =  19.38 t/s, tg_3s =  15.87 t/s
10.31.366.705 I slot print_timing: id  3 | task 0 | n_gen =    736, tg =  19.17 t/s, tg_3s =  16.77 t/s
10.34.425.496 I slot print_timing: id  3 | task 0 | n_gen =    795, tg =  19.18 t/s, tg_3s =  19.29 t/s
10.37.493.873 I slot print_timing: id  3 | task 0 | n_gen =    857, tg =  19.25 t/s, tg_3s =  20.21 t/s
10.40.538.879 I slot print_timing: id  3 | task 0 | n_gen =    914, tg =  19.22 t/s, tg_3s =  18.72 t/s
10.43.596.042 I slot print_timing: id  3 | task 0 | n_gen =    969, tg =  19.14 t/s, tg_3s =  17.99 t/s
10.46.626.645 I slot print_timing: id  3 | task 0 | n_gen =   1018, tg =  18.97 t/s, tg_3s =  16.17 t/s
10.49.690.516 I slot print_timing: id  3 | task 0 | n_gen =   1078, tg =  19.01 t/s, tg_3s =  19.58 t/s
10.52.726.392 I slot print_timing: id  3 | task 0 | n_gen =   1127, tg =  18.86 t/s, tg_3s =  16.14 t/s
10.55.759.681 I slot print_timing: id  3 | task 0 | n_gen =   1176, tg =  18.73 t/s, tg_3s =  16.15 t/s
10.58.840.839 I slot print_timing: id  3 | task 0 | n_gen =   1241, tg =  18.84 t/s, tg_3s =  21.10 t/s
11.01.848.379 I slot print_timing: id  3 | task 0 | n_gen =   1304, tg =  18.93 t/s, tg_3s =  20.95 t/s
11.04.875.614 I slot print_timing: id  3 | task 0 | n_gen =   1374, tg =  19.11 t/s, tg_3s =  23.12 t/s
11.07.886.469 I slot print_timing: id  3 | task 0 | n_gen =   1431, tg =  19.10 t/s, tg_3s =  18.93 t/s
11.10.990.614 I slot print_timing: id  3 | task 0 | n_gen =   1502, tg =  19.25 t/s, tg_3s =  22.87 t/s
11.14.055.763 I slot print_timing: id  3 | task 0 | n_gen =   1564, tg =  19.29 t/s, tg_3s =  20.23 t/s
11.17.164.126 I slot print_timing: id  3 | task 0 | n_gen =   1624, tg =  19.29 t/s, tg_3s =  19.30 t/s
11.20.235.922 I slot print_timing: id  3 | task 0 | n_gen =   1676, tg =  19.21 t/s, tg_3s =  16.93 t/s
11.23.322.962 I slot print_timing: id  3 | task 0 | n_gen =   1731, tg =  19.16 t/s, tg_3s =  17.82 t/s
11.26.411.918 I slot print_timing: id  3 | task 0 | n_gen =   1795, tg =  19.21 t/s, tg_3s =  20.72 t/s
11.29.493.455 I slot print_timing: id  3 | task 0 | n_gen =   1855, tg =  19.22 t/s, tg_3s =  19.47 t/s
11.32.539.050 I slot print_timing: id  3 | task 0 | n_gen =   1903, tg =  19.11 t/s, tg_3s =  15.76 t/s
11.35.567.496 I slot print_timing: id  3 | task 0 | n_gen =   1959, tg =  19.09 t/s, tg_3s =  18.49 t/s
11.38.674.508 I slot print_timing: id  3 | task 0 | n_gen =   2026, tg =  19.17 t/s, tg_3s =  21.56 t/s
11.41.777.499 I slot print_timing: id  3 | task 0 | n_gen =   2078, tg =  19.10 t/s, tg_3s =  16.76 t/s
11.44.810.262 I slot print_timing: id  3 | task 0 | n_gen =   2138, tg =  19.12 t/s, tg_3s =  19.78 t/s
11.47.892.161 I slot print_timing: id  3 | task 0 | n_gen =   2203, tg =  19.17 t/s, tg_3s =  21.09 t/s
11.50.957.020 I slot print_timing: id  3 | task 0 | n_gen =   2256, tg =  19.12 t/s, tg_3s =  17.29 t/s
11.54.053.054 I slot print_timing: id  3 | task 0 | n_gen =   2314, tg =  19.11 t/s, tg_3s =  18.73 t/s
11.57.142.093 I slot print_timing: id  3 | task 0 | n_gen =   2365, tg =  19.05 t/s, tg_3s =  16.51 t/s
12.00.208.116 I slot print_timing: id  3 | task 0 | n_gen =   2424, tg =  19.05 t/s, tg_3s =  19.24 t/s
12.03.222.328 I slot print_timing: id  3 | task 0 | n_gen =   2477, tg =  19.02 t/s, tg_3s =  17.58 t/s
12.06.310.118 I slot print_timing: id  3 | task 0 | n_gen =   2532, tg =  18.99 t/s, tg_3s =  17.81 t/s
12.09.315.230 I slot print_timing: id  3 | task 0 | n_gen =   2590, tg =  19.00 t/s, tg_3s =  19.30 t/s
12.12.404.674 I slot print_timing: id  3 | task 0 | n_gen =   2640, tg =  18.93 t/s, tg_3s =  16.18 t/s
12.15.468.803 I slot print_timing: id  3 | task 0 | n_gen =   2691, tg =  18.88 t/s, tg_3s =  16.64 t/s
12.18.553.521 I slot print_timing: id  3 | task 0 | n_gen =   2740, tg =  18.82 t/s, tg_3s =  15.88 t/s
12.21.640.839 I slot print_timing: id  3 | task 0 | n_gen =   2799, tg =  18.83 t/s, tg_3s =  19.11 t/s
12.24.643.257 I slot print_timing: id  3 | task 0 | n_gen =   2861, tg =  18.86 t/s, tg_3s =  20.65 t/s
12.27.747.575 I slot print_timing: id  3 | task 0 | prompt eval time =  346342.95 ms / 88564 tokens (    3.91 ms per token,   255.71 tokens per second)
12.27.747.591 I slot print_timing: id  3 | task 0 |        eval time =  154722.53 ms /  2927 tokens (   52.88 ms per token,    18.91 tokens per second)
12.27.747.595 I slot print_timing: id  3 | task 0 |       total time =  501065.48 ms / 91491 tokens
12.27.747.597 I slot print_timing: id  3 | task 0 |    graphs reused =       1345
12.27.747.612 I slot print_timing: id  3 | task 0 | draft acceptance = 0.57811 ( 1569 accepted /  2714 generated), mean len =  2.16
12.27.755.321 I slot      release: id  3 | task 0 | stop processing: n_tokens = 91490, truncated = 0
12.27.888.348 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
12.27.888.413 I slot launch_slot_: id  2 | task 1450 | processing task, is_child = 0
12.34.475.583 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =   3172, progress = 0.07, t =   4.56 s / 695.47 tokens per second
12.36.288.264 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =   4196, progress = 0.09, t =   6.35 s / 661.00 tokens per second
12.38.154.665 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =   5220, progress = 0.11, t =   8.19 s / 637.64 tokens per second
12.40.072.388 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =   6244, progress = 0.13, t =  10.08 s / 619.53 tokens per second
12.42.041.566 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =   7268, progress = 0.16, t =  12.02 s / 604.55 tokens per second
12.44.072.141 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =   8292, progress = 0.18, t =  14.02 s / 591.40 tokens per second
12.46.157.878 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =   9316, progress = 0.20, t =  16.08 s / 579.33 tokens per second
12.48.291.779 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  10340, progress = 0.22, t =  18.19 s / 568.43 tokens per second
12.50.479.143 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  11364, progress = 0.24, t =  20.35 s / 558.42 tokens per second
12.52.717.796 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  12388, progress = 0.26, t =  22.56 s / 549.03 tokens per second
12.55.006.437 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  13412, progress = 0.29, t =  24.83 s / 540.22 tokens per second
12.57.346.342 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  14436, progress = 0.31, t =  27.14 s / 531.91 tokens per second
12.59.743.405 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  15460, progress = 0.33, t =  29.51 s / 523.96 tokens per second
13.02.198.363 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  16484, progress = 0.35, t =  31.94 s / 516.15 tokens per second
13.04.699.194 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  17508, progress = 0.37, t =  34.41 s / 508.73 tokens per second
13.07.252.194 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  18532, progress = 0.40, t =  36.94 s / 501.66 tokens per second
13.09.846.321 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  19556, progress = 0.42, t =  39.51 s / 494.92 tokens per second
13.12.496.861 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  20580, progress = 0.44, t =  42.14 s / 488.42 tokens per second
13.15.199.789 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  21604, progress = 0.46, t =  44.81 s / 482.12 tokens per second
13.17.962.494 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  22628, progress = 0.48, t =  47.55 s / 475.93 tokens per second
13.20.775.392 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  23652, progress = 0.51, t =  50.33 s / 469.93 tokens per second
13.23.642.328 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  24676, progress = 0.53, t =  53.17 s / 464.08 tokens per second
13.26.564.533 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  25700, progress = 0.55, t =  56.07 s / 458.39 tokens per second
13.29.543.535 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  26724, progress = 0.57, t =  59.02 s / 452.82 tokens per second
13.32.575.837 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  27748, progress = 0.59, t =  62.02 s / 447.38 tokens per second
13.35.666.605 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  28772, progress = 0.61, t =  65.09 s / 442.07 tokens per second
13.38.808.219 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  29796, progress = 0.64, t =  68.20 s / 436.89 tokens per second
13.42.004.230 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  30820, progress = 0.66, t =  71.37 s / 431.83 tokens per second
13.45.252.526 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  31844, progress = 0.68, t =  74.59 s / 426.91 tokens per second
13.48.551.830 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  32868, progress = 0.70, t =  77.87 s / 422.10 tokens per second
13.51.900.234 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  33892, progress = 0.72, t =  81.19 s / 417.44 tokens per second
13.55.300.877 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  34916, progress = 0.75, t =  84.56 s / 412.90 tokens per second
13.58.758.103 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  35940, progress = 0.77, t =  87.99 s / 408.44 tokens per second
14.02.270.301 I slot print_timing: id  2 | task 1450 | prompt processing, n_tokens =  36964, progress = 0.79, t =  91.48 s / 404.08 tokens per second
